Customer_ID,Customer_Name,Total_Sales,Sales_Rank
JR-15670,Jim Radford,2313.316,592
DB-13660,Duane Benoit,2310.4040000000005,593
CG-12520,Claire Gute,2297.5600000000004,594
KC-16675,Kimberly Carter,2292.1,595
RD-19810,Ross DeVincentis,2275.232,596
CW-11905,Carl Weiss,2273.1839999999997,597
JS-15685,Jim Sink,2262.128,598
DV-13045,Darrin Van Huff,2238.966,599
AB-10165,Alan Barnes,2227.6760000000004,600
TM-21490,Tony Molinari,2189.3559999999998,601
JO-15550,Jesus Ocampo,2181.676,602
SW-20245,Scot Wooten,2170.156,603
JF-15490,Jeremy Farry,2165.836,604
DB-13360,Dennis Bolton,2162.9320000000002,605
DW-13195,David Wiener,2161.502,606
CS-12490,Cindy Schnelling,2154.4569999999994,607
PC-19000,Pauline Chand,2122.976,608
DP-13165,David Philippe,2117.232,609
JC-15385,Jenna Caffey,2116.2160000000003,610
PO-19195,Phillina Ober,2113.716,611
AA-10375,Allen Armold,2112.78,612
VS-21820,Vivek Sundaresam,2111.962,613
AR-10345,Alex Russell,2111.3880000000004,614
DP-13000,Darren Powers,2101.272000000001,615
DH-13675,Duane Huffman,2086.1920000000005,616
SM-20905,Susan MacKendrick,2086.082,617
EM-14095,Eudokia Martin,2082.0840000000003,618
TC-21145,Theresa Coyne,2076.52,619
MK-18160,Mike Kennedy,2063.204,620
TH-21235,Tiffany House,2044.402,621
SW-20350,Sean Wendt,2038.088,622
LS-17200,Luke Schmidt,2020.512,623
RB-19330,Randy Bradley,2016.3919999999998,624
LS-17245,Lynn Smith,2016.2720000000004,625
BG-11740,Bruce Geld,2012.712,626
VP-21730,Victor Preis,1987.8039999999999,627
KB-16600,Ken Brennan,1967.8440000000005,628
BP-11050,Barry Pond,1966.8400000000001,629
TS-21340,Toby Swindell,1949.564,630
RD-19930,Russell D'Ascenzo,1941.8840000000002,631
AB-10150,Aimee Bixby,1933.4199999999998,632
RC-19825,Roy Collins,1932.8179999999998,633
SS-20875,Sung Shariari,1929.272,634
JH-15910,Jonathan Howell,1918.954,635
JF-15295,Jason Fortune-,1910.2480000000003,636
RP-19270,Rachel Payne,1909.2904000000003,637
BS-11800,Bryan Spruell,1898.86,638
RF-19840,Roy Französisch,1890.4440000000002,639
EB-13930,Eric Barreto,1889.2,640
MF-17665,Maureen Fritzler,1874.0780000000002,641
EM-13960,Eric Murdock,1867.408,642
AC-10420,Alyssa Crouse,1851.6000000000001,643
EH-14185,Evan Henry,1847.7680000000005,644
MO-17500,Mary O'Rourke,1844.9740000000002,645
AB-10255,Alejandro Ballentine,1829.0640000000003,646
KB-16405,Katrina Bavinger,1817.642,647
CG-12040,Catherine Glotzbach,1808.9360000000001,648
SC-20575,Sonia Cooley,1805.4560000000001,649
JB-15925,Joni Blumstein,1801.1039999999998,650
HZ-14950,Henia Zydlo,1773.04,651
AB-10015,Aaron Bergman,1772.3120000000001,652
RC-19960,Ryan Crowe,1771.504,653
CS-12130,Chad Sievert,1769.28,654
HE-14800,Harold Engle,1767.0640000000005,655
SK-19990,Sally Knutson,1766.8179999999998,656
RE-19450,Richard Eichhorn,1753.392,657
JM-15655,Jim Mitchum,1729.894,658
JR-15700,Jocasta Rupert,1727.76,659
AF-10885,Art Foster,1723.1299999999999,660
JC-16105,Julie Creighton,1717.152,661
MS-17980,Michael Stewart,1710.2320000000002,662
VF-21715,Vicky Freymann,1695.8879999999997,663
VG-21790,Vivek Gonzalez,1692.02,664
CS-12175,Charles Sheldon,1688.9160000000002,665
TB-21355,Todd Boyes,1668.6560000000002,666
AS-10630,Ann Steele,1666.7959999999998,667
EH-13990,Erica Hackney,1651.9,668
TB-21190,Thomas Brumley,1632.348,669
AM-10360,Alice McCarthy,1628.0240000000001,670
BM-11575,Brendan Murry,1616.324,671
DK-13150,David Kendrick,1595.6640000000002,672
MC-17635,Matthew Clasen,1590.3079999999995,673
BF-11275,Beth Fritzler,1583.98,674
HG-14845,Harry Greene,1571.256,675
MG-17890,Michael Granlund,1552.7679999999998,676
MM-18280,Muhammed MacIntyre,1550.8280000000002,677
SF-20065,Sandra Flanagan,1527.092,678
SW-20755,Steven Ward,1517.3919999999998,679
LP-17080,Liz Pelletier,1513.2119999999998,680
Dl-13600,Dorris liebe,1511.204,681
IG-15085,Ivan Gibson,1489.1480000000001,682
BB-10990,Barry Blumstein,1488.6799999999998,683
TC-21535,Tracy Collins,1485.1160000000002,684
ML-18040,Michelle Lonsdale,1484.164,685
RH-19555,Ritsa Hightower,1480.764,686
PB-18805,Patrick Bzostek,1480.712,687
AH-10585,Angele Hood,1477.0080000000003,688
HM-14980,Henry MacAllister,1472.5519999999997,689
PH-18790,Patricia Hirasaki,1459.2959999999998,690
PA-19060,Pete Armstrong,1458.8159999999998,691
JJ-15445,Jennifer Jackson,1418.3560000000002,692
JD-16060,Julia Dunbar,1390.8840000000002,693
PB-19105,Peter Bühler,1376.6480000000001,694
EH-13945,Eric Hoffmann,1368.342,695
TR-21325,Toby Ritter,1351.884,696
AG-10330,Alex Grayson,1321.944,697
BK-11260,Berenike Kampe,1318.2759999999996,698
BD-11770,Bryan Davis,1316.932,699
AC-10660,Anna Chung,1314.632,700
AW-10840,Anthony Witt,1298.752,701
LO-17170,Lori Olson,1288.7000000000003,702
JB-16000,Joy Bell-,1288.2376000000002,703
CD-11980,Carol Darley,1279.532,704
MR-17545,Mathew Reese,1278.356,705
AJ-10960,Astrea Jones,1258.496,706
RR-19315,Ralph Ritter,1231.864,707
SS-20515,Shirley Schmidt,1226.8000000000002,708
BT-11440,Bobby Trafton,1207.752,709
BF-10975,Barbara Fisher,1199.596,710
MZ-17335,Maria Zettner,1187.2120000000002,711
DL-13330,Denise Leinenbach,1170.04,712
AS-10240,Alan Shonely,1169.2160000000003,713
BD-11635,Brian Derr,1165.292,714
NK-18490,Neil Knudson,1144.0960000000002,715
CM-11935,Carlos Meador,1130.784,716
CS-12460,Chuck Sachs,1101.288,717
CS-11860,Cari Schnelling,1075.2640000000001,718
JH-15820,John Huston,1057.8199999999997,719
RB-19570,Rob Beeghly,1057.0919999999999,720
AY-10555,Andy Yotov,994.0280000000001,721
CR-12625,Corey Roper,951.8000000000001,722
MS-17530,MaryBeth Skach,951.3119999999999,723
JS-15940,Joni Sundaresam,938.338,724
EC-14050,Erin Creighton,923.828,725
KM-16660,Khloe Miller,907.076,726
KW-16570,Kelly Williams,898.192,727
TT-21265,Tim Taslimi,879,728
ST-20530,Shui Tom,866.6799999999998,729
VG-21805,Vivek Grady,854.7440000000003,730
SS-20590,Sonia Sunley,836.98,731
BT-11485,Brad Thomas,830.3919999999999,732
MH-17440,Mark Haberlin,800.0319999999999,733
BW-11065,Barry Weirich,771.0320000000002,734
JD-16015,Joy Daniels,770.8599999999998,735
JK-15325,Jason Klamczynski,767.624,736
VM-21835,Vivian Mathis,761.38,737
NF-18475,Neil Französisch,754.3240000000001,738
MS-17830,Melanie Seite,740.6960000000001,739
LS-17230,Lycoris Saunders,737.76,740
AG-10300,Aleksandra Gannaway,735.096,741
EM-14200,Evan Minnotte,733.644,742
HJ-14875,Heather Jas,716.2,743
DW-13540,Don Weiss,688.1600000000001,744
LT-16765,Larry Tron,659.752,745
BD-11560,Brendan Dodson,641.08,746
LH-17020,Lisa Hazard,636.478,747
JH-15430,Jennifer Halladay,618.562,748
JM-15580,Jill Matthias,607.896,749
CM-12445,Chuck Magee,575.9799999999999,750
LH-16750,Larry Hughes,574.852,751
SC-20845,Sung Chung,561.264,752
SC-20800,Stuart Calhoun,558.5120000000001,753
NB-18580,Nicole Brennan,547.7439999999999,754
BF-11080,Bart Folk,545.9,755
DD-13570,Dorothy Dickinson,539.084,756
BN-11470,Brad Norvell,530.592,757
AR-10510,Andrew Roberts,529.7280000000001,758
HD-14785,Harold Dahlen,502.7200000000001,759
SM-20005,Sally Matthias,488.98799999999994,760
PL-18925,Paul Lucas,478.9619999999999,761
GP-14740,Guy Phonely,473.06000000000006,762
EM-14065,Erin Mull,457.98,763
GT-14755,Guy Thornton,452.87199999999996,764
RB-19645,Robert Barroso,442.168,765
HH-15010,Hilary Holden,437.33600000000007,766
AG-10390,Allen Goldenen,401.89,767
JJ-15760,Joel Jenkins,389.99999999999994,768
AG-10765,Anthony Garverick,341.16799999999995,769
ML-18265,Muhammed Lee,324.46400000000006,770
AO-10810,Anthony O'Donnell,322.56,771
PT-19090,Pete Takahito,321.144,772
DA-13450,Dianna Arnett,313.52,773
MO-17950,Michael Oakman,308.576,774
GH-14665,Greg Hansen,293.88160000000005,775
PB-19210,Phillip Breyer,265.476,776
BO-11425,Bobby Odegard,261.66,777
EL-13735,Ed Ludwig,248.56,778
CC-12550,Clay Cheatham,227.664,779
RM-19750,Roland Murray,196.7,780
KS-16300,Karen Seio,176.944,781
AR-10570,Anemone Ratner,176.3,782
FW-14395,Fred Wasserman,159.5,783
JC-15340,Jasper Cacioppo,142.526,784
AS-10135,Adrian Shami,117.64,785
LB-16735,Larry Blacks,100.376,786
RE-19405,Ricardo Emerson,96.72,787
SG-20890,Susan Gilcrest,95.89199999999998,788
RS-19870,Roy Skaria,44.656,789
MG-18205,Mitch Gastineau,33.478,790
CJ-11875,Carl Jackson,33.04,791
LD-16855,Lela Donovan,10.608,792
TS-21085,Thais Sissman,9.666,793
