Customer_ID,Customer_Name,Total_Sales
CG-12040,Catherine Glotzbach,1808.9360000000001
SC-20575,Sonia Cooley,1805.4560000000001
JB-15925,Joni Blumstein,1801.1039999999998
HZ-14950,Henia Zydlo,1773.04
AB-10015,Aaron Bergman,1772.3120000000001
RC-19960,Ryan Crowe,1771.504
CS-12130,Chad Sievert,1769.28
HE-14800,Harold Engle,1767.0640000000005
SK-19990,Sally Knutson,1766.8179999999998
RE-19450,Richard Eichhorn,1753.392
JM-15655,Jim Mitchum,1729.894
JR-15700,Jocasta Rupert,1727.76
AF-10885,Art Foster,1723.1299999999999
JC-16105,Julie Creighton,1717.152
MS-17980,Michael Stewart,1710.2320000000002
VF-21715,Vicky Freymann,1695.8879999999997
VG-21790,Vivek Gonzalez,1692.02
CS-12175,Charles Sheldon,1688.9160000000002
TB-21355,Todd Boyes,1668.6560000000002
AS-10630,Ann Steele,1666.7959999999998
EH-13990,Erica Hackney,1651.9
TB-21190,Thomas Brumley,1632.348
AM-10360,Alice McCarthy,1628.0240000000001
BM-11575,Brendan Murry,1616.324
DK-13150,David Kendrick,1595.6640000000002
MC-17635,Matthew Clasen,1590.3079999999995
BF-11275,Beth Fritzler,1583.98
HG-14845,Harry Greene,1571.256
MG-17890,Michael Granlund,1552.7679999999998
MM-18280,Muhammed MacIntyre,1550.8280000000002
SF-20065,Sandra Flanagan,1527.092
SW-20755,Steven Ward,1517.3919999999998
LP-17080,Liz Pelletier,1513.2119999999998
Dl-13600,Dorris liebe,1511.204
IG-15085,Ivan Gibson,1489.1480000000001
BB-10990,Barry Blumstein,1488.6799999999998
TC-21535,Tracy Collins,1485.1160000000002
ML-18040,Michelle Lonsdale,1484.164
RH-19555,Ritsa Hightower,1480.764
PB-18805,Patrick Bzostek,1480.712
AH-10585,Angele Hood,1477.0080000000003
HM-14980,Henry MacAllister,1472.5519999999997
PH-18790,Patricia Hirasaki,1459.2959999999998
PA-19060,Pete Armstrong,1458.8159999999998
JJ-15445,Jennifer Jackson,1418.3560000000002
JD-16060,Julia Dunbar,1390.8840000000002
PB-19105,Peter Bühler,1376.6480000000001
EH-13945,Eric Hoffmann,1368.342
TR-21325,Toby Ritter,1351.884
AG-10330,Alex Grayson,1321.944
BK-11260,Berenike Kampe,1318.2759999999996
BD-11770,Bryan Davis,1316.932
AC-10660,Anna Chung,1314.632
AW-10840,Anthony Witt,1298.752
LO-17170,Lori Olson,1288.7000000000003
JB-16000,Joy Bell-,1288.2376000000002
CD-11980,Carol Darley,1279.532
MR-17545,Mathew Reese,1278.356
AJ-10960,Astrea Jones,1258.496
RR-19315,Ralph Ritter,1231.864
SS-20515,Shirley Schmidt,1226.8000000000002
BT-11440,Bobby Trafton,1207.752
BF-10975,Barbara Fisher,1199.596
MZ-17335,Maria Zettner,1187.2120000000002
DL-13330,Denise Leinenbach,1170.04
AS-10240,Alan Shonely,1169.2160000000003
BD-11635,Brian Derr,1165.292
NK-18490,Neil Knudson,1144.0960000000002
CM-11935,Carlos Meador,1130.784
CS-12460,Chuck Sachs,1101.288
CS-11860,Cari Schnelling,1075.2640000000001
JH-15820,John Huston,1057.8199999999997
RB-19570,Rob Beeghly,1057.0919999999999
AY-10555,Andy Yotov,994.0280000000001
CR-12625,Corey Roper,951.8000000000001
MS-17530,MaryBeth Skach,951.3119999999999
JS-15940,Joni Sundaresam,938.338
EC-14050,Erin Creighton,923.828
KM-16660,Khloe Miller,907.076
KW-16570,Kelly Williams,898.192
TT-21265,Tim Taslimi,879
ST-20530,Shui Tom,866.6799999999998
VG-21805,Vivek Grady,854.7440000000003
SS-20590,Sonia Sunley,836.98
BT-11485,Brad Thomas,830.3919999999999
MH-17440,Mark Haberlin,800.0319999999999
BW-11065,Barry Weirich,771.0320000000002
JD-16015,Joy Daniels,770.8599999999998
JK-15325,Jason Klamczynski,767.624
VM-21835,Vivian Mathis,761.38
NF-18475,Neil Französisch,754.3240000000001
MS-17830,Melanie Seite,740.6960000000001
LS-17230,Lycoris Saunders,737.76
AG-10300,Aleksandra Gannaway,735.096
EM-14200,Evan Minnotte,733.644
HJ-14875,Heather Jas,716.2
DW-13540,Don Weiss,688.1600000000001
LT-16765,Larry Tron,659.752
BD-11560,Brendan Dodson,641.08
LH-17020,Lisa Hazard,636.478
JH-15430,Jennifer Halladay,618.562
JM-15580,Jill Matthias,607.896
CM-12445,Chuck Magee,575.9799999999999
LH-16750,Larry Hughes,574.852
SC-20845,Sung Chung,561.264
SC-20800,Stuart Calhoun,558.5120000000001
NB-18580,Nicole Brennan,547.7439999999999
BF-11080,Bart Folk,545.9
DD-13570,Dorothy Dickinson,539.084
BN-11470,Brad Norvell,530.592
AR-10510,Andrew Roberts,529.7280000000001
HD-14785,Harold Dahlen,502.7200000000001
SM-20005,Sally Matthias,488.98799999999994
PL-18925,Paul Lucas,478.9619999999999
GP-14740,Guy Phonely,473.06000000000006
EM-14065,Erin Mull,457.98
GT-14755,Guy Thornton,452.87199999999996
RB-19645,Robert Barroso,442.168
HH-15010,Hilary Holden,437.33600000000007
AG-10390,Allen Goldenen,401.89
JJ-15760,Joel Jenkins,389.99999999999994
AG-10765,Anthony Garverick,341.16799999999995
ML-18265,Muhammed Lee,324.46400000000006
AO-10810,Anthony O'Donnell,322.56
PT-19090,Pete Takahito,321.144
DA-13450,Dianna Arnett,313.52
MO-17950,Michael Oakman,308.576
GH-14665,Greg Hansen,293.88160000000005
PB-19210,Phillip Breyer,265.476
BO-11425,Bobby Odegard,261.66
EL-13735,Ed Ludwig,248.56
CC-12550,Clay Cheatham,227.664
RM-19750,Roland Murray,196.7
KS-16300,Karen Seio,176.944
AR-10570,Anemone Ratner,176.3
FW-14395,Fred Wasserman,159.5
JC-15340,Jasper Cacioppo,142.526
AS-10135,Adrian Shami,117.64
LB-16735,Larry Blacks,100.376
RE-19405,Ricardo Emerson,96.72
SG-20890,Susan Gilcrest,95.89199999999998
RS-19870,Roy Skaria,44.656
MG-18205,Mitch Gastineau,33.478
CJ-11875,Carl Jackson,33.04
LD-16855,Lela Donovan,10.608
TS-21085,Thais Sissman,9.666
