order_id,order_date,first_name,last_name,total_amount
CA-2015-141593,12/14/2015,Darren,Budd,55.264
CA-2017-121258,2/26/2017,Dave,Brooks,91.96
CA-2014-128146,6/21/2014,Dave,Brooks,1322.93
CA-2017-132353,9/15/2017,Dave,Brooks,323.976
CA-2016-127369,06-06-2016,Dave,Brooks,714.3
CA-2014-104269,03-01-2014,Dave,Brooks,457.568
CA-2017-107629,12/14/2017,Dave,Brooks,266.352
CA-2016-113292,3/18/2016,Dave,Brooks,871.8
CA-2015-101889,12/27/2015,David,Bremer,1548.99
CA-2015-136700,12-06-2015,David,Bremer,8.96
US-2017-148551,01-12-2017,David,Bremer,760.98
CA-2017-160514,11-12-2017,David,Bremer,10.56
CA-2015-124653,12/24/2015,David,Bremer,132.79
CA-2015-130204,09-03-2015,David,Bremer,31.44
CA-2015-161998,05-01-2015,David,Bremer,63.552
CA-2017-109960,12-09-2017,Dean,Braden,104.88
CA-2016-108567,5/20/2016,Dean,Braden,2.694
US-2016-134761,11/30/2016,Dean,Braden,36.192
US-2016-162677,3/26/2016,Dean,Braden,67.64
CA-2017-165841,12/21/2017,Dean,Braden,281.97
CA-2016-149370,9/15/2016,Dean,Braden,5.344
CA-2015-157812,3/22/2015,Dean,Braden,18.392
CA-2016-158778,09-05-2016,Dean,Braden,58.248
CA-2016-122448,06-09-2016,Dean,Braden,122.352
CA-2017-152709,10-07-2017,Dean,Braden,85.52
CA-2015-118227,4/24/2015,Deborah,Brumfield,25.99
CA-2016-163804,12-02-2016,Deborah,Brumfield,2079.4
CA-2016-143609,12-11-2016,Deborah,Brumfield,403.92
CA-2017-122504,11-07-2017,Deborah,Brumfield,59.97
CA-2014-107181,02-04-2014,Deborah,Brumfield,82.896
US-2015-141453,11/30/2015,Deborah,Brumfield,3.882
US-2016-144477,08-12-2016,Deborah,Brumfield,37.312
CA-2017-154011,6/19/2017,Deborah,Brumfield,6.888
CA-2016-119123,3/13/2016,Dennis,Bolton,51.184
CA-2017-150623,04-10-2017,Dennis,Bolton,99.99
CA-2016-139556,4/26/2016,Dennis,Bolton,434.646
CA-2014-100972,11/19/2014,Dennis,Bolton,166.44
CA-2015-143882,6/26/2015,Dennis,Bolton,43.056
CA-2015-129322,08-08-2015,Denny,Blanton,39.66
CA-2017-140949,3/17/2017,Denny,Blanton,18.75
CA-2015-141145,9/17/2015,Denny,Blanton,87.168
CA-2017-157091,6/26/2017,Denny,Blanton,526.45
CA-2014-151953,9/20/2014,Dorothy,Badders,2.816
CA-2017-158036,09-08-2017,Dorothy,Badders,9.096
CA-2014-114314,10-11-2014,Dorothy,Badders,7.31
US-2017-133200,05-06-2017,Dorothy,Badders,11.06
CA-2017-115882,9/14/2017,Dorothy,Badders,942.784
CA-2017-104885,03-02-2017,Dorothy,Badders,59.52
CA-2014-136336,4/21/2014,Dorothy,Badders,828.84
CA-2017-145779,05-06-2017,Doug,Bickford,84.416
CA-2017-133074,9/21/2017,Doug,Bickford,55.86
CA-2016-115224,12-08-2016,Doug,Bickford,34.05
CA-2016-135636,10-08-2016,Doug,Bickford,387.72
CA-2017-132185,11/27/2017,Doug,Bickford,8.76
CA-2014-137351,9/30/2014,Doug,Bickford,43.176
CA-2015-137946,09-01-2015,Doug,Bickford,4.752
CA-2017-105886,12/18/2017,Duane,Benoit,18.96
CA-2017-101077,3/25/2017,Duane,Benoit,6.848
US-2017-105830,12/31/2016,Duane,Benoit,156.512
CA-2014-104402,6/17/2014,Duane,Benoit,65.97
CA-2015-111990,11-08-2015,Duane,Benoit,10.476
CA-2017-121853,9/23/2017,Duane,Benoit,211.04
CA-2017-101959,2/28/2017,Duane,Benoit,9.84
CA-2016-130911,3/24/2016,Dan,Campbell,301.47
CA-2017-167017,11/23/2017,Dan,Campbell,4.36
CA-2017-128363,8/13/2017,Dan,Campbell,272.048
CA-2017-131016,9/18/2017,Dan,Campbell,8.928
CA-2014-145212,9/13/2014,Dan,Campbell,5.46
US-2017-133781,6/22/2017,Dan,Campbell,37.608
CA-2015-143532,3/19/2015,Dan,Campbell,14.496
CA-2017-100426,06-04-2017,Dan,Campbell,12.48
US-2014-160444,07-05-2014,Dan,Campbell,220.776
CA-2017-104003,10-07-2017,Debra,Catini,307.666
CA-2014-106803,12/29/2014,Debra,Catini,24.56
US-2017-136189,12-07-2017,Debra,Catini,82.38
CA-2016-137736,11-10-2016,Debra,Catini,41.86
CA-2015-117884,3/22/2015,Debra,Catini,447.944
CA-2014-166730,12/30/2014,Dorothy,Dickinson,39.128
CA-2017-147844,05-02-2017,Dorothy,Dickinson,15.7
US-2014-104759,3/31/2014,Dorothy,Dickinson,8.134
CA-2017-125640,7/25/2017,Dorothy,Dickinson,3.304
US-2016-148334,8/22/2016,Dorothy,Dickinson,4.312
CA-2017-110926,11/19/2017,Dorothy,Dickinson,25.06
CA-2014-123253,8/22/2014,Deanra,Eno,3.912
CA-2015-153381,9/24/2015,Deanra,Eno,15.24
CA-2016-126529,01-11-2016,Deanra,Eno,15.552
CA-2015-142601,4/18/2015,Deanra,Eno,947.17
CA-2014-109134,11-05-2014,Deanra,Eno,20.04
CA-2015-124933,12/26/2015,David,Flashing,212.64
CA-2016-168032,1/30/2016,David,Flashing,1439.968
CA-2014-153479,10-04-2014,David,Flashing,14.45
CA-2017-123372,11/28/2017,Deirdre,Greer,1979.89
US-2015-153500,07-03-2015,Deirdre,Greer,168.464
CA-2014-139423,11-01-2014,Deirdre,Greer,76.12
US-2016-106313,8/22/2016,Deirdre,Greer,19.44
CA-2015-130848,10/25/2015,Deirdre,Greer,582.336
CA-2015-159534,3/20/2015,Dave,Hallsten,49.848
CA-2015-102316,03-01-2015,Dave,Hallsten,15.984
US-2017-147886,3/28/2017,Dave,Hallsten,12.96
CA-2016-166240,6/24/2016,Dave,Hallsten,8.712
CA-2014-102274,11/21/2014,Dave,Hallsten,36.99
CA-2015-104941,6/13/2015,Dave,Hallsten,24.78
CA-2015-127593,9/21/2015,Duane,Huffman,85.3
CA-2014-105249,11/28/2014,Duane,Huffman,7.36
CA-2014-156244,08-12-2014,Duane,Huffman,31.104
CA-2015-145324,11/15/2015,Duane,Huffman,39.96
CA-2016-123540,04-02-2016,Denny,Joy,1454.9
CA-2015-109736,10-10-2015,Denny,Joy,45.36
CA-2015-168004,10-04-2015,Denny,Joy,392.94
CA-2014-144071,12-08-2014,Denny,Joy,39.88
CA-2017-153339,11-03-2017,Don,Jones,15.992
CA-2017-156895,05-08-2017,Don,Jones,128.058
CA-2014-111500,8/17/2014,Don,Jones,114.2
CA-2016-128594,8/26/2016,Don,Jones,1603.136
CA-2017-137876,4/30/2017,Don,Jones,64.96
CA-2017-108749,09-12-2017,Don,Jones,45.36
US-2017-118535,02-11-2017,Don,Jones,20.7
US-2017-132220,11-12-2017,Don,Jones,62.352
CA-2016-164511,11/19/2016,Doug,Jacobs,14.352
CA-2017-115602,12/18/2017,Doug,Jacobs,38.82
CA-2015-123232,12/14/2015,Doug,Jacobs,319.968
CA-2017-167094,10/21/2017,Damala,Kotsonis,5.184
US-2015-164448,10/31/2015,Damala,Kotsonis,9.728
CA-2017-139199,12-09-2017,Damala,Kotsonis,872.94
CA-2017-149489,4/24/2017,Damala,Kotsonis,99.28
US-2016-161844,12-09-2016,Damala,Kotsonis,79.974
CA-2014-141838,3/26/2014,Damala,Kotsonis,3.36
CA-2017-168403,09-09-2017,Damala,Kotsonis,31.104
CA-2016-120082,3/25/2016,Damala,Kotsonis,59.52
US-2014-143721,11/23/2014,Damala,Kotsonis,155.372
CA-2015-147529,02-07-2015,Damala,Kotsonis,311.15
CA-2016-160941,7/21/2016,Damala,Kotsonis,419.9
CA-2017-104388,07-05-2017,Damala,Kotsonis,79.96
CA-2015-139738,9/25/2015,Dana,Kaydos,128.744
CA-2017-152310,08-12-2017,Dana,Kaydos,299.99
CA-2017-133501,8/27/2017,Dana,Kaydos,5.184
CA-2017-108112,11/15/2017,Dana,Kaydos,220.064
CA-2015-105627,03-08-2015,Dana,Kaydos,512.94
CA-2014-163034,11/24/2014,Darren,Koutras,646.2
CA-2015-134894,12-07-2015,Darren,Koutras,152.94
CA-2015-112767,08-02-2015,Darren,Koutras,277.5
CA-2017-140627,12/23/2017,Darren,Koutras,72.704
US-2017-141943,05-05-2017,Darren,Koutras,23.16
CA-2017-104913,11/18/2017,Dave,Kipp,74.95
CA-2017-100622,11-03-2017,Dave,Kipp,959.984
CA-2016-134334,2/14/2016,Dave,Kipp,4.77
CA-2015-110457,03-02-2015,Dave,Kipp,787.53
CA-2015-129098,10-09-2015,Dave,Kipp,30.84
CA-2017-117807,10-01-2017,Dave,Kipp,104.85
CA-2017-124940,2/21/2017,Dave,Kipp,47.904
CA-2014-166191,12-05-2014,David,Kendrick,24.816
CA-2017-102197,12/20/2017,David,Kendrick,279.9
CA-2016-127138,03-12-2016,Dean,Katz,676.55
CA-2016-130288,11/26/2016,Dean,Katz,313.176
CA-2016-168543,07-03-2016,Dean,Katz,706.86
CA-2015-113173,11/15/2015,Dean,Katz,250.272
CA-2017-100650,6/29/2017,Dean,Katz,1295.78
CA-2015-122756,12-03-2015,Dean,Katz,482.34
CA-2014-157623,3/14/2014,Dean,Katz,10.56
CA-2017-105480,12/20/2017,Dean,Katz,6.48
CA-2016-155481,09-01-2016,Dean,Katz,30.48
CA-2015-131884,12-06-2015,Dennis,Kane,485.94
US-2016-111290,7/22/2016,Dennis,Kane,109.95
CA-2015-145065,12-12-2015,Dennis,Kane,7.86
CA-2014-100006,09-07-2014,Dennis,Kane,377.97
CA-2017-133046,7/27/2017,Dennis,Kane,23.88
CA-2017-165099,12-11-2017,Dennis,Kane,1.392
US-2016-139087,7/17/2016,Dennis,Kane,12.42
CA-2017-166835,11-12-2017,Dennis,Kane,221.024
US-2016-125402,9/25/2016,Dan,Lawera,10.9
US-2017-146878,9/21/2017,Dan,Lawera,12.294
CA-2016-154060,05-02-2016,Dan,Lawera,187.056
CA-2014-143182,10/15/2014,Dan,Lawera,15.384
CA-2015-156524,11/20/2015,Dan,Lawera,19.65
CA-2017-154718,1/19/2017,Dan,Lawera,6
CA-2016-102456,2/27/2016,Dan,Lawera,170.88
CA-2014-165974,6/29/2014,Dan,Lawera,32.76
CA-2015-112571,9/22/2015,Daniel,Lacy,204.6
CA-2015-134747,10-12-2015,Daniel,Lacy,135.72
CA-2017-121615,11-03-2017,Daniel,Lacy,8.56
CA-2015-136798,05-08-2015,Daniel,Lacy,43.98
US-2014-137155,11-01-2014,Daniel,Lacy,533.94
US-2014-115196,09-09-2014,Daniel,Lacy,1299.99
CA-2017-155159,11/25/2017,Delfina,Latchford,48.87
CA-2014-108182,02-06-2014,Delfina,Latchford,8.952
US-2017-114034,01-03-2017,Delfina,Latchford,38.88
CA-2016-149783,09-04-2016,Delfina,Latchford,12.192
CA-2014-115791,1/16/2014,Delfina,Latchford,127.104
CA-2017-145226,12-08-2017,Delfina,Latchford,109.48
CA-2016-146941,12-10-2016,Delfina,Latchford,80.58
CA-2014-154165,2/17/2014,Delfina,Latchford,54.208
CA-2017-143329,11-03-2017,Denise,Leinenbach,41.37
US-2014-130358,6/23/2014,Denise,Leinenbach,20.016
CA-2015-109337,11/21/2015,Denise,Leinenbach,10.92
CA-2016-125815,10/28/2016,Denise,Leinenbach,12.42
CA-2016-127649,10-07-2016,Dionis,Lloyd,837.6
CA-2017-142643,10/15/2017,Dionis,Lloyd,152.65
CA-2017-144750,8/21/2017,Dionis,Lloyd,83.88
CA-2015-153717,12/25/2015,Dionis,Lloyd,73.98
CA-2016-106558,1/17/2016,Dionis,Lloyd,316
US-2017-117723,8/15/2017,Dionis,Lloyd,1801.632
CA-2016-144855,7/22/2016,Dionis,Lloyd,6.3
CA-2017-151911,4/30/2017,Dionis,Lloyd,62.96
CA-2017-114552,09-02-2017,Dorris,liebe,15.072
CA-2014-153150,07-01-2014,Dorris,liebe,19.92
US-2017-155299,06-08-2017,Dorris,liebe,1.624
CA-2016-120530,04-07-2016,Dorris,liebe,658.746
CA-2014-133424,3/30/2014,Dorris,liebe,15.84
CA-2014-101175,12-09-2014,Dario,Medina,100.704
CA-2016-106621,9/29/2016,Dario,Medina,10.496
CA-2017-128769,09-07-2017,Dario,Medina,81.568
CA-2014-141649,9/30/2014,Dario,Medina,795.408
CA-2015-168480,9/21/2015,Dario,Medina,194.32
CA-2015-168767,04-10-2015,Dario,Medina,12.832
CA-2016-163153,3/21/2016,Dario,Medina,99.372
US-2017-105389,10/23/2017,Darrin,Martin,3.564
CA-2016-136231,09-05-2016,Darrin,Martin,23.472
CA-2015-129392,07-08-2015,Darrin,Martin,21.12
CA-2017-110429,11-03-2017,Darrin,Martin,11.673
CA-2016-160500,05-05-2016,Darrin,Martin,6.72
CA-2014-160766,9/14/2014,Darrin,Martin,464.292
CA-2017-139717,8/24/2017,Darrin,Martin,646.272
CA-2017-108854,12-08-2017,Denise,Monton,87.92
CA-2015-142734,4/16/2015,Denise,Monton,127.764
CA-2014-119529,11-03-2014,Denise,Monton,5.76
CA-2016-144554,11-07-2016,Denise,Monton,119.976
CA-2017-157854,04-08-2017,Denise,Monton,56.28
CA-2014-164910,11-12-2014,Denise,Monton,7.872
CA-2016-114482,11/21/2016,Denise,Monton,40.46
CA-2016-129861,6/17/2016,Denise,Monton,376.866
CA-2015-132465,09-11-2015,Don,Miller,210.68
CA-2016-149195,09-05-2016,Don,Miller,25.92
CA-2014-103317,07-05-2014,Don,Miller,19.52
CA-2014-166744,9/20/2014,Duane,Noonan,164.22
CA-2016-151498,4/21/2016,Duane,Noonan,8.32
CA-2014-119977,10-08-2014,Duane,Noonan,123.92
CA-2016-114951,6/26/2016,Duane,Noonan,22.14
CA-2014-139451,10-12-2014,Duane,Noonan,14.9
CA-2017-136882,5/27/2017,Duane,Noonan,477.3
CA-2016-114860,12/22/2016,Duane,Noonan,842.72
US-2015-168935,11/27/2015,Denny,Ordway,375.4575
CA-2017-102771,3/31/2017,Denny,Ordway,84.95
CA-2016-133144,5/16/2016,Denny,Ordway,17.34
CA-2017-140760,06-02-2017,Denny,Ordway,25.344
CA-2015-121272,3/29/2015,Denny,Ordway,73.28
US-2017-100398,8/19/2017,Denny,Ordway,102.72
CA-2015-169299,8/24/2015,Denny,Ordway,7.152
CA-2014-108903,10-03-2014,Denny,Ordway,55.984
CA-2017-100636,6/26/2017,Denny,Ordway,272.94
CA-2017-115777,8/19/2017,Doug,O'Connell,19.44
CA-2017-133207,11/27/2017,Doug,O'Connell,57.568
CA-2015-126669,11-07-2015,Doug,O'Connell,76.64
US-2017-117450,09-04-2017,Doug,O'Connell,97.184
CA-2017-165008,9/15/2017,Doug,O'Connell,295.056
CA-2017-118003,12-04-2017,Doug,O'Connell,12.99
CA-2017-102309,9/23/2017,Doug,O'Connell,199.95
CA-2016-166618,11/14/2016,Darren,Powers,13.98
CA-2014-122609,11-12-2014,Darren,Powers,25.128
CA-2017-157350,8/26/2017,Darren,Powers,64.96
CA-2014-103800,01-03-2014,Darren,Powers,16.448
US-2017-154872,5/14/2017,Darren,Powers,58.17
CA-2017-142174,03-04-2017,Darren,Powers,89.568
CA-2016-141180,5/15/2016,Darren,Powers,7.764
CA-2015-105347,11/24/2015,Darren,Powers,368.91
CA-2015-115742,4/18/2015,Darren,Powers,38.22
CA-2016-152534,6/20/2016,Dave,Poirier,5.16
CA-2015-132080,8/22/2015,Dave,Poirier,50.112
CA-2017-102974,9/19/2017,Dave,Poirier,149.95
CA-2016-162390,12-06-2016,Dave,Poirier,968.744
CA-2017-163671,12/24/2017,Dave,Poirier,21.312
CA-2016-159009,9/23/2016,Dave,Poirier,13.216
CA-2017-155362,12/17/2017,Dave,Poirier,32.56
CA-2017-141663,4/13/2017,Dave,Poirier,7.92
CA-2015-112522,10-10-2015,David,Philippe,8.016
CA-2014-112158,12-02-2014,David,Philippe,119.96
CA-2017-163692,09-07-2017,Dean,percer,7.857
CA-2014-116834,10-11-2014,Dean,percer,63.47
CA-2016-152072,1/15/2016,Dean,percer,52.34
CA-2017-148404,10-07-2017,Dean,percer,580.672
CA-2015-139962,12/13/2015,Dean,percer,19.44
CA-2014-129574,5/26/2014,Dean,percer,48.4
US-2017-132381,8/22/2017,Dean,percer,314.532
CA-2015-169796,11-09-2015,Dean,percer,2321.9
US-2017-162558,10-02-2017,Dean,percer,11.808
CA-2017-169691,6/15/2017,Dean,percer,44.4
CA-2017-139822,9/15/2017,Dean,percer,38.62
CA-2016-138478,10/21/2016,Dennis,Pardue,113.22
CA-2015-129217,05-10-2015,Dennis,Pardue,70.97
CA-2016-138583,5/24/2016,Dennis,Pardue,16.656
CA-2017-150931,01-06-2017,Dennis,Pardue,33.74
CA-2014-134621,12/21/2014,Dennis,Pardue,18.24
CA-2017-154466,01-01-2017,Dennis,Pardue,3.6
CA-2014-168592,09-08-2014,Dennis,Pardue,56.65
CA-2014-107139,07-05-2014,Dennis,Pardue,180.96
CA-2015-118423,3/24/2015,Dennis,Pardue,359.058
CA-2016-117282,7/14/2016,Dan,Reichenbach,14.16
US-2015-159982,11/28/2015,Dan,Reichenbach,12.132
CA-2017-161956,8/27/2017,Dan,Reichenbach,198.46
CA-2017-134404,12/27/2017,Dan,Reichenbach,164.388
US-2016-164189,3/24/2016,Dan,Reichenbach,403.168
CA-2015-103933,9/25/2015,Dan,Reichenbach,899.91
CA-2017-143574,6/29/2017,Dan,Reichenbach,638.82
US-2016-127425,8/26/2016,Dan,Reichenbach,33
CA-2017-148810,6/26/2017,Dan,Reichenbach,13.872
CA-2017-160899,08-11-2017,Daniel,Raglin,477.51
CA-2017-142671,11-10-2017,Daniel,Raglin,11.52
CA-2014-100881,3/28/2014,Daniel,Raglin,302.376
CA-2016-160241,11/29/2016,Daniel,Raglin,242.176
US-2016-140158,10-04-2016,Daniel,Raglin,30.4
CA-2015-104871,3/30/2015,Daniel,Raglin,366.744
US-2015-163783,12/27/2015,Daniel,Raglin,12.672
CA-2015-104626,09-01-2015,Daniel,Raglin,114.6
US-2017-125717,9/28/2017,Darrin,Sayre,32.776
CA-2017-131954,1/21/2017,Darrin,Sayre,242.94
CA-2017-144848,04-04-2017,Darrin,Sayre,41.22
CA-2014-113271,07-09-2014,Darrin,Sayre,14.304
CA-2015-159863,09-04-2015,David,Smith,134.376
CA-2015-130456,8/21/2015,David,Smith,586.398
CA-2016-127243,11/28/2016,David,Smith,340.182
CA-2016-146325,12/14/2016,David,Smith,81.424
CA-2016-119074,3/27/2016,David,Smith,20.24
CA-2014-132983,4/28/2014,David,Smith,159.98
CA-2015-163055,08-09-2015,David,Smith,2.2
CA-2017-154907,3/31/2017,David,Smith,205.3328
CA-2017-134285,12-07-2017,David,Smith,3.552
CA-2017-139773,12-04-2017,Darrin,Van Huff,188.552
CA-2016-138688,06-12-2016,Darrin,Van Huff,14.62
CA-2017-168389,12-11-2017,Darrin,Van Huff,721.875
CA-2017-125745,6/30/2017,Darrin,Van Huff,19.52
CA-2016-106656,9/23/2016,Darrin,Van Huff,4.08
CA-2015-146486,11-09-2015,Dianna,Vittorini,244.55
CA-2016-126102,09-10-2016,Dianna,Vittorini,276.784
CA-2017-145233,12-01-2017,Dianna,Vittorini,470.376
CA-2014-124646,6/22/2014,Dianna,Vittorini,501.81
US-2017-152002,06-11-2017,Dianna,Vittorini,122.97
CA-2015-100251,5/17/2015,Dianna,Vittorini,31.5
US-2016-127971,11/20/2016,David,Wiener,318.43
CA-2014-152849,07-05-2014,David,Wiener,4.368
US-2017-103226,9/22/2017,David,Wiener,27.18
CA-2017-101581,10/22/2017,David,Wiener,177.225
CA-2014-133158,8/19/2014,David,Wiener,289.24
CA-2014-123477,1/18/2014,David,Wiener,64.864
CA-2016-164399,11-12-2016,Dianna,Wilson,203.976
US-2017-132297,5/27/2017,Dianna,Wilson,58.34
CA-2016-101938,01-07-2016,Dianna,Wilson,34.58
CA-2016-151141,8/20/2016,Dianna,Wilson,14.78
CA-2014-131926,06-01-2014,Dianna,Wilson,2001.86
CA-2017-132521,9/23/2017,Don,Weiss,119.96
CA-2017-101210,8/25/2017,Don,Weiss,9.728
CA-2016-149902,04-01-2016,Don,Weiss,88.04
CA-2016-128706,2/27/2016,Don,Weiss,16.192
CA-2017-148642,03-06-2017,Don,Weiss,4.928
CA-2015-162950,6/28/2015,Dorothy,Wardle,15.552
US-2017-126060,4/14/2017,Dorothy,Wardle,198.272
CA-2016-148516,08-07-2016,Dorothy,Wardle,179.97
CA-2016-165820,9/26/2016,Dorothy,Wardle,12.96
CA-2014-120432,8/24/2014,Dorothy,Wardle,25.5
CA-2017-123134,05-02-2017,Dorothy,Wardle,129.93
US-2017-164147,02-02-2017,Dorothy,Wardle,59.97
US-2014-156216,9/13/2014,Erin,Ashbrook,18.648
CA-2015-154921,5/23/2015,Erin,Ashbrook,186.69
CA-2016-108581,6/20/2016,Erin,Ashbrook,95.968
CA-2016-168956,2/16/2016,Erin,Ashbrook,92.064
CA-2017-121909,7/31/2017,Erin,Ashbrook,54.816
CA-2015-158939,11/26/2015,Erin,Ashbrook,599.99
CA-2014-151162,12-05-2014,Erin,Ashbrook,98.376
CA-2017-154501,4/30/2017,Erin,Ashbrook,9.78
CA-2016-121447,2/21/2016,Erin,Ashbrook,135.8
CA-2016-102813,07-02-2016,Erin,Ashbrook,528.43
CA-2016-104633,06-12-2016,Erin,Ashbrook,185.88
CA-2016-164924,07-10-2016,Erin,Ashbrook,341.991
CA-2014-114195,11-01-2014,Erin,Ashbrook,68.704
CA-2017-107797,05-08-2017,Ed,Braxton,41.472
CA-2014-129938,12/15/2014,Ed,Braxton,445.802
CA-2016-128223,6/14/2016,Ed,Braxton,1293.488
CA-2015-128125,3/31/2015,Ed,Braxton,98.376
CA-2014-100090,07-08-2014,Ed,Braxton,502.488
CA-2015-104493,10-02-2015,Ed,Braxton,57.504
US-2016-137547,03-07-2016,Ed,Braxton,21.072
CA-2017-134978,11-12-2017,Ed,Braxton,15.92
CA-2017-147277,10/20/2017,Ed,Braxton,284.364
CA-2016-126809,04-09-2016,Edward,Becker,35.352
CA-2017-122707,4/16/2017,Edward,Becker,477.24
CA-2017-161739,11-10-2017,Edward,Becker,341.96
CA-2015-128083,03-12-2015,Edward,Becker,8.688
CA-2017-161459,11/25/2017,Edward,Becker,39.96
CA-2015-166947,06-05-2015,Edward,Becker,1522.638
US-2016-147340,9/24/2016,Edward,Becker,63.2
CA-2016-145548,11-11-2016,Edward,Becker,28.14
CA-2016-166380,5/30/2016,Edward,Becker,26.55
CA-2016-137652,8/28/2016,Edward,Becker,18.432
CA-2014-146885,5/30/2014,Ellis,Ballard,13.62
US-2014-102631,12/13/2014,Ellis,Ballard,94.428
CA-2016-139885,12-04-2016,Ellis,Ballard,212.88
CA-2017-156951,10-01-2017,Ellis,Ballard,91.84
CA-2015-164301,3/26/2015,Ellis,Ballard,3393.68
CA-2015-106320,9/25/2015,Emily,Burns,1044.63
CA-2016-144939,10-03-2016,Emily,Burns,599.292
CA-2017-130967,03-10-2017,Emily,Burns,53.982
CA-2015-153626,07-09-2015,Emily,Burns,5.16
US-2015-110569,5/23/2015,Emily,Burns,19.194
CA-2014-110219,05-05-2014,Emily,Burns,127.869
CA-2016-159989,12-09-2016,Emily,Burns,40.68
CA-2017-169817,9/21/2017,Emily,Burns,1.908
CA-2017-148999,1/30/2017,Emily,Burns,419.136
US-2014-126340,11-08-2014,Emily,Burns,333.576
US-2017-106551,7/22/2017,Eric,Barreto,526.344
US-2016-116400,10/22/2016,Eric,Barreto,39.92
CA-2016-101448,2/27/2016,Eric,Barreto,56.82
CA-2016-122728,5/18/2016,Eric,Barreto,104.28
CA-2014-123400,02-02-2014,Eric,Barreto,18.336
CA-2016-135461,02-07-2016,Erica,Bern,623.96
CA-2017-115427,12/30/2017,Erica,Bern,13.904
US-2016-164630,01-04-2016,Erica,Bern,959.968
US-2016-150357,10-10-2016,Erica,Bern,20.608
CA-2015-106257,4/13/2015,Eugene,Barchas,241.568
CA-2016-116561,09-11-2016,Eugene,Barchas,332.94
CA-2016-121370,11/14/2016,Eugene,Barchas,380.058
CA-2017-149895,09-08-2017,Eugene,Barchas,258.528
US-2015-153283,11-12-2015,Eugene,Barchas,15.56
CA-2015-111612,11/28/2015,Eugene,Barchas,71.12
CA-2014-103086,10/17/2014,Evan,Bailliet,5.312
CA-2014-111962,9/29/2014,Evan,Bailliet,10.048
CA-2017-162635,10-09-2017,Evan,Bailliet,10.816
CA-2016-143441,11-05-2016,Evan,Bailliet,11.84
CA-2015-148705,03-12-2015,Evan,Bailliet,5.04
CA-2015-142930,11/28/2015,Evan,Bailliet,335.52
CA-2017-161102,7/31/2017,Erin,Creighton,56.56
US-2016-169369,12-12-2016,Erin,Creighton,249.95
US-2017-140074,3/23/2017,Erin,Creighton,25.68
CA-2014-139633,12/17/2014,Erin,Creighton,5.484
CA-2017-163188,11-07-2017,Erin,Creighton,38.16
CA-2017-134838,2/19/2017,Emily,Ducich,12.84
CA-2014-110352,11/23/2014,Emily,Ducich,23.68
CA-2014-110527,08-09-2014,Emily,Ducich,20.88
CA-2016-118311,10/24/2016,Emily,Ducich,450
CA-2016-149916,12/22/2016,Emily,Ducich,55.36
CA-2015-137071,12/20/2015,Emily,Ducich,100.8
CA-2015-160227,11-02-2015,Emily,Ducich,2621.322
CA-2017-133102,8/17/2017,Emily,Ducich,5.552
US-2017-167570,12-08-2017,Emily,Grady,215.544
CA-2017-141719,11/17/2017,Emily,Grady,239.96
US-2016-150861,12-03-2016,Emily,Grady,182.72
CA-2017-114524,3/31/2017,Emily,Grady,13.468
CA-2015-138625,11-02-2015,Emily,Grady,197.72
CA-2016-153836,10/30/2016,Edward,Hooks,28.752
CA-2014-142979,04-12-2014,Edward,Hooks,39.68
CA-2016-158155,05-02-2016,Edward,Hooks,12.56
CA-2016-155565,5/28/2016,Edward,Hooks,54.9
US-2015-147242,09-10-2015,Edward,Hooks,61.96
US-2017-111423,8/17/2017,Edward,Hooks,895.92
CA-2014-138450,10/18/2014,Edward,Hooks,52.512
CA-2016-135776,12/23/2016,Edward,Hooks,8.82
CA-2016-100944,9/24/2016,Edward,Hooks,304.9
CA-2016-136301,3/13/2016,Edward,Hooks,28.28
US-2016-119046,06-02-2016,Edward,Hooks,30.18
CA-2017-152499,1/22/2017,Edward,Hooks,15.12
CA-2015-114048,12/14/2015,Eric,Hoffmann,29.22
CA-2017-153080,5/22/2017,Eric,Hoffmann,68.46
US-2016-110156,11/19/2016,Eric,Hoffmann,100.704
CA-2016-121755,1/16/2016,Eric,Hoffmann,11.648
CA-2017-160458,5/27/2017,Eric,Hoffmann,25.92
CA-2015-149384,07-10-2015,Eric,Hoffmann,3.366
CA-2014-107594,07-02-2014,Eric,Hoffmann,73.98
US-2016-158288,11/26/2016,Eric,Hoffmann,78.759
CA-2014-102295,11/24/2014,Erica,Hackney,120.712
CA-2014-103366,1/15/2014,Erica,Hackney,149.95
CA-2015-156510,9/25/2015,Erica,Hackney,10.76
CA-2014-138513,5/23/2014,Erica,Hackney,12.96
CA-2016-124100,3/31/2016,Erica,Hackney,327.996
CA-2016-107790,11/20/2016,Erica,Hackney,151.192
CA-2017-133095,06-04-2017,Erica,Hernandez,108.08
CA-2014-154592,12-07-2014,Erica,Hernandez,164.88
CA-2014-140165,5/13/2014,Erica,Hernandez,7.104
CA-2017-167381,9/22/2017,Erica,Hernandez,241.96
CA-2017-144862,12-01-2017,Erica,Hernandez,104.68
CA-2016-152814,4/28/2016,Erica,Hernandez,29.472
CA-2017-127516,12/28/2017,Erica,Hernandez,64.784
CA-2017-112725,1/30/2017,Eugene,Hildebrand,12.74
CA-2016-146010,5/20/2016,Eugene,Hildebrand,40.635
