customer_id,customer_name,order_id,order_date,total_amount
CR-12820,Cyra Reiten,US-2017-136868,10-06-2017,319.96
CS-11845,Cari Sayre,CA-2015-136378,04-02-2015,9.156
CS-11845,Cari Sayre,US-2015-138716,9/17/2015,25.032
CS-11845,Cari Sayre,CA-2017-131828,02-11-2017,963.136
CS-11845,Cari Sayre,CA-2017-147452,9/30/2017,11.76
CS-11845,Cari Sayre,CA-2014-130575,12/14/2014,9.264
CS-11860,Cari Schnelling,US-2014-121566,6/30/2014,2.688
CS-11860,Cari Schnelling,CA-2017-158883,06-02-2017,25.344
CS-11860,Cari Schnelling,US-2017-123204,7/21/2017,17.48
CS-11860,Cari Schnelling,CA-2014-124618,05-02-2014,479.984
CS-11860,Cari Schnelling,CA-2017-106047,07-12-2017,3.816
CS-11860,Cari Schnelling,CA-2015-150413,10/19/2015,1.72
CS-11950,Carlos Soltero,US-2017-126053,12-05-2017,41.96
CS-11950,Carlos Soltero,CA-2016-120796,04-03-2016,99.846
CS-11950,Carlos Soltero,US-2016-151827,3/31/2016,280.782
CS-11950,Carlos Soltero,US-2014-159926,11/18/2014,50.997
CS-11950,Carlos Soltero,US-2014-141257,06-08-2014,585.552
CS-11950,Carlos Soltero,CA-2017-118640,7/20/2017,69.712
CS-11950,Carlos Soltero,CA-2016-159737,09-03-2016,8.808
CS-11950,Carlos Soltero,CA-2017-144365,10/24/2017,11.68
CS-11950,Carlos Soltero,CA-2015-151869,9/25/2015,102.582
CS-11950,Carlos Soltero,CA-2017-102820,05-07-2017,419.944
CS-11950,Carlos Soltero,CA-2016-161746,10/21/2016,242.136
CS-12130,Chad Sievert,CA-2015-102036,9/21/2015,199.74
CS-12130,Chad Sievert,US-2015-120712,12/20/2015,88.8
CS-12130,Chad Sievert,CA-2014-118962,08-05-2014,20.94
CS-12130,Chad Sievert,US-2016-144211,8/28/2016,15.48
CS-12175,Charles Sheldon,US-2016-159415,4/17/2016,79.12
CS-12175,Charles Sheldon,CA-2016-157714,9/26/2016,9.99
CS-12175,Charles Sheldon,CA-2014-109302,08-12-2014,196.21
CS-12175,Charles Sheldon,CA-2017-117632,05-12-2017,238.62
CS-12175,Charles Sheldon,CA-2017-161592,04-06-2017,8.1
CS-12250,Chris Selesnick,US-2014-169390,02-07-2014,64.96
CS-12250,Chris Selesnick,CA-2017-148992,11/23/2017,10.688
CS-12250,Chris Selesnick,CA-2015-136420,11/20/2015,89.696
CS-12250,Chris Selesnick,CA-2017-153227,12-04-2017,11.76
CS-12250,Chris Selesnick,CA-2017-139080,1/23/2017,19.68
CS-12250,Chris Selesnick,CA-2017-105487,10-08-2017,103.192
CS-12250,Chris Selesnick,CA-2014-101560,11/28/2014,397.6
CS-12250,Chris Selesnick,CA-2015-149811,01-04-2015,32.34
CS-12250,Chris Selesnick,CA-2016-161095,6/28/2016,7.752
CS-12250,Chris Selesnick,CA-2015-121041,11-03-2015,6.608
CS-12250,Chris Selesnick,CA-2014-162775,1/13/2014,11.36
CS-12250,Chris Selesnick,CA-2016-119641,9/22/2016,18.96
CS-12355,Christine Sundaresam,CA-2015-142755,09-04-2015,279.9
CS-12355,Christine Sundaresam,CA-2017-105053,07-07-2017,17.472
CS-12355,Christine Sundaresam,CA-2016-128111,3/17/2016,39.68
CS-12355,Christine Sundaresam,CA-2017-165687,11/17/2017,35.04
CS-12355,Christine Sundaresam,CA-2017-131233,4/14/2017,10.776
CS-12355,Christine Sundaresam,CA-2017-124296,12/24/2017,479.97
CS-12355,Christine Sundaresam,CA-2017-164364,11-12-2017,9.96
CS-12355,Christine Sundaresam,CA-2017-111269,6/16/2017,479.952
CS-12355,Christine Sundaresam,CA-2014-141005,8/15/2014,62.94
CS-12355,Christine Sundaresam,CA-2015-139164,6/23/2015,217.584
CS-12355,Christine Sundaresam,CA-2014-109043,8/15/2014,91.36
CS-12400,Christopher Schild,CA-2017-127096,9/15/2017,300.904
CS-12400,Christopher Schild,CA-2016-133816,05-10-2016,743.988
CS-12400,Christopher Schild,CA-2017-135111,12/28/2017,2.48
CS-12400,Christopher Schild,US-2015-119312,10-02-2015,270.34
CS-12400,Christopher Schild,CA-2014-127586,9/26/2014,310.12
CS-12400,Christopher Schild,CA-2016-140207,11-05-2016,29.12
CS-12400,Christopher Schild,CA-2017-107293,09-05-2017,2.78
CS-12400,Christopher Schild,US-2017-100930,04-07-2017,233.86
CS-12400,Christopher Schild,US-2017-119662,11/13/2017,230.376
CS-12460,Chuck Sachs,US-2017-126179,07-03-2017,23.99
CS-12460,Chuck Sachs,CA-2017-148691,12-03-2017,83.92
CS-12490,Cindy Schnelling,CA-2016-100671,11-01-2016,111.672
CS-12490,Cindy Schnelling,CA-2016-118073,08-12-2016,562.2925
CS-12490,Cindy Schnelling,CA-2016-144785,4/18/2016,6.99
CS-12490,Cindy Schnelling,CA-2015-128608,01-12-2015,10.368
CS-12505,Cindy Stewart,CA-2014-100860,3/26/2014,18.75
CS-12505,Cindy Stewart,CA-2016-108196,11/25/2016,456.588
CS-12505,Cindy Stewart,US-2017-115609,11-02-2017,168.1
CS-12505,Cindy Stewart,CA-2015-159380,05-12-2015,12.84
CS-12505,Cindy Stewart,CA-2016-121958,11/13/2016,52.136
CS-12505,Cindy Stewart,CA-2016-134208,9/17/2016,396
CT-11995,Carol Triggs,US-2016-126893,11/26/2016,494.982
CT-11995,Carol Triggs,CA-2015-145849,9/15/2015,190.86
CT-11995,Carol Triggs,CA-2017-162481,9/25/2017,8.26
CT-11995,Carol Triggs,CA-2017-137085,6/29/2017,312.552
CT-11995,Carol Triggs,CA-2017-158106,06-04-2017,8.64
CT-11995,Carol Triggs,CA-2014-166086,05-07-2014,16.14
CT-11995,Carol Triggs,CA-2014-138681,12/20/2014,51.968
CT-11995,Carol Triggs,US-2016-141264,8/13/2016,185.376
CV-12295,Christina VanderZanden,US-2014-137869,3/28/2014,6.12
CV-12295,Christina VanderZanden,CA-2017-119655,4/20/2017,146.86
CV-12295,Christina VanderZanden,CA-2014-151792,09-02-2014,239.976
CV-12295,Christina VanderZanden,CA-2016-123120,09-04-2016,63.94
CV-12295,Christina VanderZanden,US-2017-117534,3/25/2017,176.04
CV-12805,Cynthia Voltz,CA-2017-135692,4/27/2017,33.12
CV-12805,Cynthia Voltz,CA-2017-146780,12/25/2017,41.96
CV-12805,Cynthia Voltz,CA-2017-157252,1/20/2017,207.846
CV-12805,Cynthia Voltz,CA-2016-120859,09-01-2016,21.88
CV-12805,Cynthia Voltz,CA-2017-164707,2/18/2017,167.976
CV-12805,Cynthia Voltz,CA-2017-151484,4/20/2017,51.968
CV-12805,Cynthia Voltz,CA-2017-146493,06-01-2017,53.9
CV-12805,Cynthia Voltz,US-2016-144057,05-09-2016,856.656
CV-12805,Cynthia Voltz,CA-2017-137582,09-04-2017,11.808
CW-11905,Carl Weiss,CA-2017-161655,5/13/2017,299.52
CW-11905,Carl Weiss,CA-2017-152436,12-08-2017,592.74
CW-11905,Carl Weiss,CA-2015-156153,5/31/2015,7.56
CW-11905,Carl Weiss,CA-2016-119018,11-04-2016,7.712
CW-11905,Carl Weiss,CA-2014-133753,06-09-2014,7.992
CW-11905,Carl Weiss,CA-2015-119214,1/23/2015,29.04
CY-12745,Craig Yedwab,CA-2016-166163,8/15/2016,71.976
CY-12745,Craig Yedwab,US-2014-122959,12-12-2014,210.392
CY-12745,Craig Yedwab,US-2016-101616,09-03-2016,87.28
CY-12745,Craig Yedwab,CA-2015-109708,5/25/2015,467.04
CY-12745,Craig Yedwab,CA-2017-117114,10/31/2017,508.768
CY-12745,Craig Yedwab,CA-2015-112144,6/28/2015,5.904
CY-12745,Craig Yedwab,CA-2017-130302,9/14/2017,895.944
CY-12745,Craig Yedwab,CA-2017-130715,9/16/2017,17.9
DA-13450,Dianna Arnett,CA-2014-115133,9/26/2014,16.704
DA-13450,Dianna Arnett,US-2014-138835,09-10-2014,9.64
DA-13450,Dianna Arnett,US-2017-158512,01-12-2017,40.08
DA-13450,Dianna Arnett,US-2014-157406,4/25/2014,10.368
DB-12910,Daniel Byrd,US-2017-159205,3/31/2017,61
DB-12910,Daniel Byrd,CA-2017-124898,09-11-2017,184.66
DB-12910,Daniel Byrd,CA-2014-108707,10/24/2014,10.368
DB-12910,Daniel Byrd,CA-2017-155089,12-02-2017,45.66
DB-12910,Daniel Byrd,CA-2016-137176,09-09-2016,15.008
DB-12910,Daniel Byrd,CA-2016-127985,04-01-2016,7.04
DB-12910,Daniel Byrd,CA-2017-141201,12-09-2017,148.257
DB-12910,Daniel Byrd,CA-2016-101672,10-03-2016,6.16
DB-12970,Darren Budd,CA-2016-110975,12/25/2016,313.176
DB-12970,Darren Budd,US-2014-159618,11-12-2014,2.672
DB-12970,Darren Budd,CA-2016-162943,7/24/2016,253.764
DB-12970,Darren Budd,CA-2017-132178,05-03-2017,69.52
DB-12970,Darren Budd,CA-2015-141593,12/14/2015,55.264
DB-13060,Dave Brooks,CA-2017-121258,2/26/2017,91.96
DB-13060,Dave Brooks,CA-2014-128146,6/21/2014,1322.93
DB-13060,Dave Brooks,CA-2017-132353,9/15/2017,323.976
DB-13060,Dave Brooks,CA-2016-127369,06-06-2016,714.3
DB-13060,Dave Brooks,CA-2014-104269,03-01-2014,457.568
DB-13060,Dave Brooks,CA-2017-107629,12/14/2017,266.352
DB-13060,Dave Brooks,CA-2016-113292,3/18/2016,871.8
DB-13120,David Bremer,CA-2015-101889,12/27/2015,1548.99
DB-13120,David Bremer,CA-2015-136700,12-06-2015,8.96
DB-13120,David Bremer,US-2017-148551,01-12-2017,760.98
DB-13120,David Bremer,CA-2017-160514,11-12-2017,10.56
DB-13120,David Bremer,CA-2015-124653,12/24/2015,132.79
DB-13120,David Bremer,CA-2015-130204,09-03-2015,31.44
DB-13120,David Bremer,CA-2015-161998,05-01-2015,63.552
DB-13210,Dean Braden,CA-2017-109960,12-09-2017,104.88
DB-13210,Dean Braden,CA-2016-108567,5/20/2016,2.694
DB-13210,Dean Braden,US-2016-134761,11/30/2016,36.192
DB-13210,Dean Braden,US-2016-162677,3/26/2016,67.64
DB-13210,Dean Braden,CA-2017-165841,12/21/2017,281.97
DB-13210,Dean Braden,CA-2016-149370,9/15/2016,5.344
DB-13210,Dean Braden,CA-2015-157812,3/22/2015,18.392
DB-13210,Dean Braden,CA-2016-158778,09-05-2016,58.248
DB-13210,Dean Braden,CA-2016-122448,06-09-2016,122.352
DB-13210,Dean Braden,CA-2017-152709,10-07-2017,85.52
DB-13270,Deborah Brumfield,CA-2015-118227,4/24/2015,25.99
DB-13270,Deborah Brumfield,CA-2016-163804,12-02-2016,2079.4
DB-13270,Deborah Brumfield,CA-2016-143609,12-11-2016,403.92
DB-13270,Deborah Brumfield,CA-2017-122504,11-07-2017,59.97
DB-13270,Deborah Brumfield,CA-2014-107181,02-04-2014,82.896
DB-13270,Deborah Brumfield,US-2015-141453,11/30/2015,3.882
DB-13270,Deborah Brumfield,US-2016-144477,08-12-2016,37.312
DB-13270,Deborah Brumfield,CA-2017-154011,6/19/2017,6.888
DB-13360,Dennis Bolton,CA-2016-119123,3/13/2016,51.184
DB-13360,Dennis Bolton,CA-2017-150623,04-10-2017,99.99
DB-13360,Dennis Bolton,CA-2016-139556,4/26/2016,434.646
DB-13360,Dennis Bolton,CA-2014-100972,11/19/2014,166.44
DB-13360,Dennis Bolton,CA-2015-143882,6/26/2015,43.056
DB-13405,Denny Blanton,CA-2015-129322,08-08-2015,39.66
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,18.75
DB-13405,Denny Blanton,CA-2015-141145,9/17/2015,87.168
DB-13405,Denny Blanton,CA-2017-157091,6/26/2017,526.45
DB-13555,Dorothy Badders,CA-2014-151953,9/20/2014,2.816
DB-13555,Dorothy Badders,CA-2017-158036,09-08-2017,9.096
DB-13555,Dorothy Badders,CA-2014-114314,10-11-2014,7.31
DB-13555,Dorothy Badders,US-2017-133200,05-06-2017,11.06
DB-13555,Dorothy Badders,CA-2017-115882,9/14/2017,942.784
DB-13555,Dorothy Badders,CA-2017-104885,03-02-2017,59.52
DB-13555,Dorothy Badders,CA-2014-136336,4/21/2014,828.84
DB-13615,Doug Bickford,CA-2017-145779,05-06-2017,84.416
DB-13615,Doug Bickford,CA-2017-133074,9/21/2017,55.86
DB-13615,Doug Bickford,CA-2016-115224,12-08-2016,34.05
DB-13615,Doug Bickford,CA-2016-135636,10-08-2016,387.72
DB-13615,Doug Bickford,CA-2017-132185,11/27/2017,8.76
DB-13615,Doug Bickford,CA-2014-137351,9/30/2014,43.176
DB-13615,Doug Bickford,CA-2015-137946,09-01-2015,4.752
DB-13660,Duane Benoit,CA-2017-105886,12/18/2017,18.96
DB-13660,Duane Benoit,CA-2017-101077,3/25/2017,6.848
DB-13660,Duane Benoit,US-2017-105830,12/31/2016,156.512
DB-13660,Duane Benoit,CA-2014-104402,6/17/2014,65.97
DB-13660,Duane Benoit,CA-2015-111990,11-08-2015,10.476
DB-13660,Duane Benoit,CA-2017-121853,9/23/2017,211.04
DB-13660,Duane Benoit,CA-2017-101959,2/28/2017,9.84
DC-12850,Dan Campbell,CA-2016-130911,3/24/2016,301.47
DC-12850,Dan Campbell,CA-2017-167017,11/23/2017,4.36
DC-12850,Dan Campbell,CA-2017-128363,8/13/2017,272.048
DC-12850,Dan Campbell,CA-2017-131016,9/18/2017,8.928
DC-12850,Dan Campbell,CA-2014-145212,9/13/2014,5.46
DC-12850,Dan Campbell,US-2017-133781,6/22/2017,37.608
DC-12850,Dan Campbell,CA-2015-143532,3/19/2015,14.496
DC-12850,Dan Campbell,CA-2017-100426,06-04-2017,12.48
DC-12850,Dan Campbell,US-2014-160444,07-05-2014,220.776
DC-13285,Debra Catini,CA-2017-104003,10-07-2017,307.666
DC-13285,Debra Catini,CA-2014-106803,12/29/2014,24.56
DC-13285,Debra Catini,US-2017-136189,12-07-2017,82.38
DC-13285,Debra Catini,CA-2016-137736,11-10-2016,41.86
DC-13285,Debra Catini,CA-2015-117884,3/22/2015,447.944
DD-13570,Dorothy Dickinson,CA-2014-166730,12/30/2014,39.128
DD-13570,Dorothy Dickinson,CA-2017-147844,05-02-2017,15.7
DD-13570,Dorothy Dickinson,US-2014-104759,3/31/2014,8.134
DD-13570,Dorothy Dickinson,CA-2017-125640,7/25/2017,3.304
DD-13570,Dorothy Dickinson,US-2016-148334,8/22/2016,4.312
DD-13570,Dorothy Dickinson,CA-2017-110926,11/19/2017,25.06
DE-13255,Deanra Eno,CA-2014-123253,8/22/2014,3.912
DE-13255,Deanra Eno,CA-2015-153381,9/24/2015,15.24
DE-13255,Deanra Eno,CA-2016-126529,01-11-2016,15.552
DE-13255,Deanra Eno,CA-2015-142601,4/18/2015,947.17
DE-13255,Deanra Eno,CA-2014-109134,11-05-2014,20.04
DF-13135,David Flashing,CA-2015-124933,12/26/2015,212.64
DF-13135,David Flashing,CA-2016-168032,1/30/2016,1439.968
DF-13135,David Flashing,CA-2014-153479,10-04-2014,14.45
DG-13300,Deirdre Greer,CA-2017-123372,11/28/2017,1979.89
DG-13300,Deirdre Greer,US-2015-153500,07-03-2015,168.464
DG-13300,Deirdre Greer,CA-2014-139423,11-01-2014,76.12
DG-13300,Deirdre Greer,US-2016-106313,8/22/2016,19.44
DG-13300,Deirdre Greer,CA-2015-130848,10/25/2015,582.336
DH-13075,Dave Hallsten,CA-2015-159534,3/20/2015,49.848
DH-13075,Dave Hallsten,CA-2015-102316,03-01-2015,15.984
DH-13075,Dave Hallsten,US-2017-147886,3/28/2017,12.96
DH-13075,Dave Hallsten,CA-2016-166240,6/24/2016,8.712
DH-13075,Dave Hallsten,CA-2014-102274,11/21/2014,36.99
DH-13075,Dave Hallsten,CA-2015-104941,6/13/2015,24.78
DH-13675,Duane Huffman,CA-2015-127593,9/21/2015,85.3
DH-13675,Duane Huffman,CA-2014-105249,11/28/2014,7.36
DH-13675,Duane Huffman,CA-2014-156244,08-12-2014,31.104
DH-13675,Duane Huffman,CA-2015-145324,11/15/2015,39.96
DJ-13420,Denny Joy,CA-2016-123540,04-02-2016,1454.9
DJ-13420,Denny Joy,CA-2015-109736,10-10-2015,45.36
DJ-13420,Denny Joy,CA-2015-168004,10-04-2015,392.94
DJ-13420,Denny Joy,CA-2014-144071,12-08-2014,39.88
DJ-13510,Don Jones,CA-2017-153339,11-03-2017,15.992
DJ-13510,Don Jones,CA-2017-156895,05-08-2017,128.058
DJ-13510,Don Jones,CA-2014-111500,8/17/2014,114.2
DJ-13510,Don Jones,CA-2016-128594,8/26/2016,1603.136
DJ-13510,Don Jones,CA-2017-137876,4/30/2017,64.96
DJ-13510,Don Jones,CA-2017-108749,09-12-2017,45.36
DJ-13510,Don Jones,US-2017-118535,02-11-2017,20.7
DJ-13510,Don Jones,US-2017-132220,11-12-2017,62.352
DJ-13630,Doug Jacobs,CA-2016-164511,11/19/2016,14.352
DJ-13630,Doug Jacobs,CA-2017-115602,12/18/2017,38.82
DJ-13630,Doug Jacobs,CA-2015-123232,12/14/2015,319.968
DK-12835,Damala Kotsonis,CA-2017-167094,10/21/2017,5.184
DK-12835,Damala Kotsonis,US-2015-164448,10/31/2015,9.728
DK-12835,Damala Kotsonis,CA-2017-139199,12-09-2017,872.94
DK-12835,Damala Kotsonis,CA-2017-149489,4/24/2017,99.28
DK-12835,Damala Kotsonis,US-2016-161844,12-09-2016,79.974
DK-12835,Damala Kotsonis,CA-2014-141838,3/26/2014,3.36
DK-12835,Damala Kotsonis,CA-2017-168403,09-09-2017,31.104
DK-12835,Damala Kotsonis,CA-2016-120082,3/25/2016,59.52
DK-12835,Damala Kotsonis,US-2014-143721,11/23/2014,155.372
DK-12835,Damala Kotsonis,CA-2015-147529,02-07-2015,311.15
DK-12835,Damala Kotsonis,CA-2016-160941,7/21/2016,419.9
DK-12835,Damala Kotsonis,CA-2017-104388,07-05-2017,79.96
DK-12895,Dana Kaydos,CA-2015-139738,9/25/2015,128.744
DK-12895,Dana Kaydos,CA-2017-152310,08-12-2017,299.99
DK-12895,Dana Kaydos,CA-2017-133501,8/27/2017,5.184
DK-12895,Dana Kaydos,CA-2017-108112,11/15/2017,220.064
DK-12895,Dana Kaydos,CA-2015-105627,03-08-2015,512.94
DK-12985,Darren Koutras,CA-2014-163034,11/24/2014,646.2
DK-12985,Darren Koutras,CA-2015-134894,12-07-2015,152.94
DK-12985,Darren Koutras,CA-2015-112767,08-02-2015,277.5
DK-12985,Darren Koutras,CA-2017-140627,12/23/2017,72.704
DK-12985,Darren Koutras,US-2017-141943,05-05-2017,23.16
DK-13090,Dave Kipp,CA-2017-104913,11/18/2017,74.95
DK-13090,Dave Kipp,CA-2017-100622,11-03-2017,959.984
DK-13090,Dave Kipp,CA-2016-134334,2/14/2016,4.77
DK-13090,Dave Kipp,CA-2015-110457,03-02-2015,787.53
DK-13090,Dave Kipp,CA-2015-129098,10-09-2015,30.84
DK-13090,Dave Kipp,CA-2017-117807,10-01-2017,104.85
DK-13090,Dave Kipp,CA-2017-124940,2/21/2017,47.904
DK-13150,David Kendrick,CA-2014-166191,12-05-2014,24.816
DK-13150,David Kendrick,CA-2017-102197,12/20/2017,279.9
DK-13225,Dean Katz,CA-2016-127138,03-12-2016,676.55
DK-13225,Dean Katz,CA-2016-130288,11/26/2016,313.176
DK-13225,Dean Katz,CA-2016-168543,07-03-2016,706.86
DK-13225,Dean Katz,CA-2015-113173,11/15/2015,250.272
DK-13225,Dean Katz,CA-2017-100650,6/29/2017,1295.78
DK-13225,Dean Katz,CA-2015-122756,12-03-2015,482.34
DK-13225,Dean Katz,CA-2014-157623,3/14/2014,10.56
DK-13225,Dean Katz,CA-2017-105480,12/20/2017,6.48
DK-13225,Dean Katz,CA-2016-155481,09-01-2016,30.48
DK-13375,Dennis Kane,CA-2015-131884,12-06-2015,485.94
DK-13375,Dennis Kane,US-2016-111290,7/22/2016,109.95
DK-13375,Dennis Kane,CA-2015-145065,12-12-2015,7.86
DK-13375,Dennis Kane,CA-2014-100006,09-07-2014,377.97
DK-13375,Dennis Kane,CA-2017-133046,7/27/2017,23.88
DK-13375,Dennis Kane,CA-2017-165099,12-11-2017,1.392
DK-13375,Dennis Kane,US-2016-139087,7/17/2016,12.42
DK-13375,Dennis Kane,CA-2017-166835,11-12-2017,221.024
DL-12865,Dan Lawera,US-2016-125402,9/25/2016,10.9
DL-12865,Dan Lawera,US-2017-146878,9/21/2017,12.294
DL-12865,Dan Lawera,CA-2016-154060,05-02-2016,187.056
DL-12865,Dan Lawera,CA-2014-143182,10/15/2014,15.384
DL-12865,Dan Lawera,CA-2015-156524,11/20/2015,19.65
DL-12865,Dan Lawera,CA-2017-154718,1/19/2017,6
DL-12865,Dan Lawera,CA-2016-102456,2/27/2016,170.88
DL-12865,Dan Lawera,CA-2014-165974,6/29/2014,32.76
DL-12925,Daniel Lacy,CA-2015-112571,9/22/2015,204.6
DL-12925,Daniel Lacy,CA-2015-134747,10-12-2015,135.72
DL-12925,Daniel Lacy,CA-2017-121615,11-03-2017,8.56
DL-12925,Daniel Lacy,CA-2015-136798,05-08-2015,43.98
DL-12925,Daniel Lacy,US-2014-137155,11-01-2014,533.94
DL-12925,Daniel Lacy,US-2014-115196,09-09-2014,1299.99
DL-13315,Delfina Latchford,CA-2017-155159,11/25/2017,48.87
DL-13315,Delfina Latchford,CA-2014-108182,02-06-2014,8.952
DL-13315,Delfina Latchford,US-2017-114034,01-03-2017,38.88
DL-13315,Delfina Latchford,CA-2016-149783,09-04-2016,12.192
DL-13315,Delfina Latchford,CA-2014-115791,1/16/2014,127.104
DL-13315,Delfina Latchford,CA-2017-145226,12-08-2017,109.48
DL-13315,Delfina Latchford,CA-2016-146941,12-10-2016,80.58
DL-13315,Delfina Latchford,CA-2014-154165,2/17/2014,54.208
DL-13330,Denise Leinenbach,CA-2017-143329,11-03-2017,41.37
DL-13330,Denise Leinenbach,US-2014-130358,6/23/2014,20.016
DL-13330,Denise Leinenbach,CA-2015-109337,11/21/2015,10.92
DL-13330,Denise Leinenbach,CA-2016-125815,10/28/2016,12.42
DL-13495,Dionis Lloyd,CA-2016-127649,10-07-2016,837.6
DL-13495,Dionis Lloyd,CA-2017-142643,10/15/2017,152.65
DL-13495,Dionis Lloyd,CA-2017-144750,8/21/2017,83.88
DL-13495,Dionis Lloyd,CA-2015-153717,12/25/2015,73.98
DL-13495,Dionis Lloyd,CA-2016-106558,1/17/2016,316
DL-13495,Dionis Lloyd,US-2017-117723,8/15/2017,1801.632
DL-13495,Dionis Lloyd,CA-2016-144855,7/22/2016,6.3
DL-13495,Dionis Lloyd,CA-2017-151911,4/30/2017,62.96
Dl-13600,Dorris liebe,CA-2017-114552,09-02-2017,15.072
Dl-13600,Dorris liebe,CA-2014-153150,07-01-2014,19.92
Dl-13600,Dorris liebe,US-2017-155299,06-08-2017,1.624
Dl-13600,Dorris liebe,CA-2016-120530,04-07-2016,658.746
Dl-13600,Dorris liebe,CA-2014-133424,3/30/2014,15.84
DM-12955,Dario Medina,CA-2014-101175,12-09-2014,100.704
DM-12955,Dario Medina,CA-2016-106621,9/29/2016,10.496
DM-12955,Dario Medina,CA-2017-128769,09-07-2017,81.568
DM-12955,Dario Medina,CA-2014-141649,9/30/2014,795.408
DM-12955,Dario Medina,CA-2015-168480,9/21/2015,194.32
DM-12955,Dario Medina,CA-2015-168767,04-10-2015,12.832
DM-12955,Dario Medina,CA-2016-163153,3/21/2016,99.372
DM-13015,Darrin Martin,US-2017-105389,10/23/2017,3.564
DM-13015,Darrin Martin,CA-2016-136231,09-05-2016,23.472
DM-13015,Darrin Martin,CA-2015-129392,07-08-2015,21.12
DM-13015,Darrin Martin,CA-2017-110429,11-03-2017,11.673
DM-13015,Darrin Martin,CA-2016-160500,05-05-2016,6.72
DM-13015,Darrin Martin,CA-2014-160766,9/14/2014,464.292
DM-13015,Darrin Martin,CA-2017-139717,8/24/2017,646.272
DM-13345,Denise Monton,CA-2017-108854,12-08-2017,87.92
DM-13345,Denise Monton,CA-2015-142734,4/16/2015,127.764
DM-13345,Denise Monton,CA-2014-119529,11-03-2014,5.76
DM-13345,Denise Monton,CA-2016-144554,11-07-2016,119.976
DM-13345,Denise Monton,CA-2017-157854,04-08-2017,56.28
DM-13345,Denise Monton,CA-2014-164910,11-12-2014,7.872
DM-13345,Denise Monton,CA-2016-114482,11/21/2016,40.46
DM-13345,Denise Monton,CA-2016-129861,6/17/2016,376.866
DM-13525,Don Miller,CA-2015-132465,09-11-2015,210.68
DM-13525,Don Miller,CA-2016-149195,09-05-2016,25.92
DM-13525,Don Miller,CA-2014-103317,07-05-2014,19.52
DN-13690,Duane Noonan,CA-2014-166744,9/20/2014,164.22
DN-13690,Duane Noonan,CA-2016-151498,4/21/2016,8.32
DN-13690,Duane Noonan,CA-2014-119977,10-08-2014,123.92
DN-13690,Duane Noonan,CA-2016-114951,6/26/2016,22.14
DN-13690,Duane Noonan,CA-2014-139451,10-12-2014,14.9
DN-13690,Duane Noonan,CA-2017-136882,5/27/2017,477.3
DN-13690,Duane Noonan,CA-2016-114860,12/22/2016,842.72
DO-13435,Denny Ordway,US-2015-168935,11/27/2015,375.4575
DO-13435,Denny Ordway,CA-2017-102771,3/31/2017,84.95
DO-13435,Denny Ordway,CA-2016-133144,5/16/2016,17.34
DO-13435,Denny Ordway,CA-2017-140760,06-02-2017,25.344
DO-13435,Denny Ordway,CA-2015-121272,3/29/2015,73.28
DO-13435,Denny Ordway,US-2017-100398,8/19/2017,102.72
DO-13435,Denny Ordway,CA-2015-169299,8/24/2015,7.152
DO-13435,Denny Ordway,CA-2014-108903,10-03-2014,55.984
DO-13435,Denny Ordway,CA-2017-100636,6/26/2017,272.94
DO-13645,Doug O'Connell,CA-2017-115777,8/19/2017,19.44
DO-13645,Doug O'Connell,CA-2017-133207,11/27/2017,57.568
DO-13645,Doug O'Connell,CA-2015-126669,11-07-2015,76.64
DO-13645,Doug O'Connell,US-2017-117450,09-04-2017,97.184
DO-13645,Doug O'Connell,CA-2017-165008,9/15/2017,295.056
DO-13645,Doug O'Connell,CA-2017-118003,12-04-2017,12.99
DO-13645,Doug O'Connell,CA-2017-102309,9/23/2017,199.95
DP-13000,Darren Powers,CA-2016-166618,11/14/2016,13.98
DP-13000,Darren Powers,CA-2014-122609,11-12-2014,25.128
DP-13000,Darren Powers,CA-2017-157350,8/26/2017,64.96
DP-13000,Darren Powers,CA-2014-103800,01-03-2014,16.448
DP-13000,Darren Powers,US-2017-154872,5/14/2017,58.17
DP-13000,Darren Powers,CA-2017-142174,03-04-2017,89.568
DP-13000,Darren Powers,CA-2016-141180,5/15/2016,7.764
DP-13000,Darren Powers,CA-2015-105347,11/24/2015,368.91
DP-13000,Darren Powers,CA-2015-115742,4/18/2015,38.22
DP-13105,Dave Poirier,CA-2016-152534,6/20/2016,5.16
DP-13105,Dave Poirier,CA-2015-132080,8/22/2015,50.112
DP-13105,Dave Poirier,CA-2017-102974,9/19/2017,149.95
DP-13105,Dave Poirier,CA-2016-162390,12-06-2016,968.744
DP-13105,Dave Poirier,CA-2017-163671,12/24/2017,21.312
DP-13105,Dave Poirier,CA-2016-159009,9/23/2016,13.216
DP-13105,Dave Poirier,CA-2017-155362,12/17/2017,32.56
DP-13105,Dave Poirier,CA-2017-141663,4/13/2017,7.92
DP-13165,David Philippe,CA-2015-112522,10-10-2015,8.016
DP-13165,David Philippe,CA-2014-112158,12-02-2014,119.96
Dp-13240,Dean percer,CA-2017-163692,09-07-2017,7.857
Dp-13240,Dean percer,CA-2014-116834,10-11-2014,63.47
Dp-13240,Dean percer,CA-2016-152072,1/15/2016,52.34
Dp-13240,Dean percer,CA-2017-148404,10-07-2017,580.672
Dp-13240,Dean percer,CA-2015-139962,12/13/2015,19.44
